video,path,win_idx,start_frame,end_frame,center_frame,approx_start_s,n_frames,label_predicha,prob,passed_conf,kept_nms
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,19,190,235,212,6.33,45,Abandonar,0.9652,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,20,200,245,222,6.67,45,Abandonar,0.8887,1,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,21,210,255,232,7.00,45,Abandonar,0.9378,1,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,22,220,265,242,7.33,45,Abandonar,0.3927,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,23,230,275,252,7.67,45,Visitar,0.4331,0,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,24,240,285,262,8.00,45,Visitar,0.9012,1,1
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,25,250,295,272,8.33,45,Visitar,0.8406,1,0
sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,dataset_grup_sign\sign-video-to-text_961ab2c5-c678-4535-aa9e-98b7e4b1efc8.mp4,26,255,300,277,8.50,45,t,0.4186,0,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,0,0,45,22,0.00,45,Acostumbrar,0.9042,1,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,1,10,55,32,0.33,45,z,0.7994,1,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,2,20,65,42,0.67,45,d,0.9894,1,1
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,3,30,75,52,1.00,45,d,0.6789,1,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,4,40,85,62,1.33,45,ñ,0.8077,1,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,5,50,95,72,1.67,45,ñ,0.5452,0,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,6,60,105,82,2.00,45,ñ,0.3509,0,0
sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,dataset_grup_sign\sign-video-to-text_b4635d3a-6137-4234-ae7d-b093eb9c5da0.mp4,7,70,115,92,2.33,45,Cerca,0.4861,0,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,0,0,45,22,0.00,45,Lo siento,0.8184,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,1,10,55,32,0.33,45,Lo siento,0.7179,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,2,20,65,42,0.67,45,Lo siento,0.8190,1,1
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,3,30,75,52,1.00,45,Lo siento,0.8486,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,4,40,85,62,1.33,45,Por favor,0.7894,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,5,50,95,72,1.67,45,Por favor,0.9590,1,1
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,6,60,105,82,2.00,45,Por favor,0.7696,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,7,70,115,92,2.33,45,Ayer,0.4629,0,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,8,80,125,102,2.67,45,Decir,0.6882,1,1
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,9,90,135,112,3.00,45,Lo siento,0.6436,0,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,10,100,145,122,3.33,45,g,0.4189,0,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,11,110,155,132,3.67,45,Mucho,0.6110,0,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,12,120,165,142,4.00,45,Mucho,0.7760,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,13,130,175,152,4.33,45,Mucho,0.9774,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,14,140,185,162,4.67,45,Mucho,0.9820,1,1
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,15,150,195,172,5.00,45,Mucho,0.7829,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,16,160,205,182,5.33,45,Mucho,0.6680,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,17,170,215,192,5.67,45,Aceptar,0.8759,1,1
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,18,180,225,202,6.00,45,Mucho,0.8515,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,19,190,235,212,6.33,45,Hablar,0.6686,1,0
sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,dataset_grup_sign\sign-video-to-text_b778ee52-024f-42a1-b501-cf3374a093b4.mp4,20,197,242,219,6.57,45,Hablar,0.8090,1,1
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,0,0,45,22,0.00,45,Usted,0.2860,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,1,10,55,32,0.33,45,Usted,0.3694,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,2,20,65,42,0.67,45,Usted,0.7704,1,1
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,3,30,75,52,1.00,45,b,0.4010,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,4,40,85,62,1.33,45,w,0.3616,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,5,50,95,72,1.67,45,Ustedes,0.4902,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,6,60,105,82,2.00,45,z,0.6108,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,7,70,115,92,2.33,45,Usted,0.7188,1,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,8,80,125,102,2.67,45,Usted,0.9727,1,1
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,9,90,135,112,3.00,45,No poder,0.5148,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,10,100,145,122,3.33,45,A veces,0.9655,1,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,11,110,155,132,3.67,45,A veces,0.9949,1,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,12,120,165,142,4.00,45,A veces,0.9969,1,1
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,13,130,175,152,4.33,45,A veces,0.5622,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,14,140,185,162,4.67,45,Cómo estás,0.3837,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,15,150,195,172,5.00,45,No poder,0.2963,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,16,160,205,182,5.33,45,Mas o menos,0.7135,1,1
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,17,170,215,192,5.67,45,Yo,0.4488,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,18,180,225,202,6.00,45,Yo,0.6136,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,19,190,235,212,6.33,45,q,0.6481,0,0
sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,dataset_grup_sign\sign-video-to-text_b793bd0b-69c9-4a72-8f30-8176112c2151.mp4,20,199,244,221,6.63,45,Mas o menos,0.6638,1,1
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,0,0,45,22,0.00,45,A veces,0.7304,1,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,1,10,55,32,0.33,45,Preocupar,0.7218,1,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,2,20,65,42,0.67,45,Preocupar,0.9369,1,1
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,3,30,75,52,1.00,45,Dudar,0.5298,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,4,40,85,62,1.33,45,Dudar,0.6240,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,5,50,95,72,1.67,45,Dudar,0.4056,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,6,60,105,82,2.00,45,Dudar,0.4779,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,7,70,115,92,2.33,45,Dudar,0.6020,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,8,80,125,102,2.67,45,Abuelo,0.7065,1,1
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,9,90,135,112,3.00,45,Qué paso,0.4545,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,10,100,145,122,3.33,45,Aburrido,0.8585,1,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,11,110,155,132,3.67,45,Aburrido,0.9955,1,1
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,12,120,165,142,4.00,45,Decir,0.8044,1,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,13,130,175,152,4.33,45,Escoger,0.7225,1,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,14,140,185,162,4.67,45,a,0.6155,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,15,150,195,172,5.00,45,Por qué,0.6807,1,1
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,16,160,205,182,5.33,45,e,0.2532,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,17,170,215,192,5.67,45,c,0.4978,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,18,180,225,202,6.00,45,l,0.3517,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,19,190,235,212,6.33,45,l,0.3851,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,20,200,245,222,6.67,45,a,0.4192,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,21,210,255,232,7.00,45,Aquí,0.4469,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,22,220,265,242,7.33,45,Aquí,0.3094,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,23,230,275,252,7.67,45,Aquí,0.3531,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,24,240,285,262,8.00,45,s,0.3239,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,25,250,295,272,8.33,45,i,0.6212,0,0
sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,dataset_grup_sign\sign-video-to-text_d19deb65-81ef-4ece-a571-321c1b6bc5ba.mp4,26,255,300,277,8.50,45,j,0.6684,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,0,0,45,22,0.00,45,Deprimido,0.3161,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,1,10,55,32,0.33,45,Preocupar,0.6079,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,2,20,65,42,0.67,45,A veces,0.4767,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,3,30,75,52,1.00,45,Preocupar,0.5162,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,4,40,85,62,1.33,45,Preocupar,0.7191,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,5,50,95,72,1.67,45,Preocupar,0.6585,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,6,60,105,82,2.00,45,Preocupar,0.5855,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,7,70,115,92,2.33,45,Preocupar,0.8071,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,8,80,125,102,2.67,45,Preocupar,0.9369,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,9,90,135,112,3.00,45,Noche,0.8563,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,10,100,145,122,3.33,45,Deprimido,0.3407,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,11,110,155,132,3.67,45,A veces,0.9682,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,12,120,165,142,4.00,45,Cómo estás,0.8526,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,13,130,175,152,4.33,45,Mas o menos,0.6126,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,14,140,185,162,4.67,45,A veces,0.6338,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,15,150,195,172,5.00,45,Abandonar,0.9867,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,16,160,205,182,5.33,45,Abandonar,0.4228,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,17,170,215,192,5.67,45,Triste,0.9493,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,18,180,225,202,6.00,45,Triste,0.9991,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,19,190,235,212,6.33,45,Triste,0.9778,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,20,200,245,222,6.67,45,Prestar,0.4578,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,21,210,255,232,7.00,45,Lo siento,0.9689,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,22,220,265,242,7.33,45,Mas o menos,0.9316,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,23,230,275,252,7.67,45,Mas o menos,0.7497,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,24,240,285,262,8.00,45,Mas o menos,0.7364,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,25,250,295,272,8.33,45,Mas o menos,0.5233,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,26,260,305,282,8.67,45,Cómo estás,0.4868,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,27,270,315,292,9.00,45,Cómo estás,0.5306,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,28,280,325,302,9.33,45,Mas o menos,0.5141,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,29,290,335,312,9.67,45,Cómo estás,0.6378,0,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,30,300,345,322,10.00,45,Cómo estás,0.9282,1,1
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,31,310,355,332,10.33,45,A veces,0.8690,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,32,320,365,342,10.67,45,A veces,0.9223,1,0
sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,dataset_grup_sign\sign-video-to-text_df5ac2d8-fa45-4293-9589-82434374e98c.mp4,33,330,375,352,11.00,45,Desconcertado,0.8828,1,1
